"Title,Author,Published At,Source,URL"
"‘The Substance’ Ending Explained: What That Disgusting, Bloody Finale Means",mliss1578,2024-10-31T20:30:00Z,Decider,https://decider.com/2024/10/31/the-substance-ending-explained-meaning-demi-moore-margaret-qualley-feminist-analysis/
"‘The Substance’ Ending Explained: What That Disgusting, Bloody Finale Means,mliss1578,2024-10-31T20:30:00Z,Decider,https://decider.com/2024/10/31/the-substance-ending-explained-meaning-demi-moore-margaret-qualley-feminist-analysis/"
"IndieWire 2024 Holiday Gift Guide: From Cookbooks to Card Games, All Film and TV Lovers Can Find Something to Cherish,Harrison Richlin,2024-11-14T15:00:37Z,IndieWire,https://www.indiewire.com/gallery/2024-holiday-gift-guide-film-tv-lovers/"
‘The Substance’ Comes Home for Halloween; Here’s How to Watch It,John Squires,2024-10-24T13:14:00Z,Bloody Disgusting,https://bloody-disgusting.com/movie/3837010/the-substance-comes-home-for-halloween-heres-how-to-watch-it/
"Zoe Saldaña Would Do Things Differently With Gamora if Given the Chance,Isaiah Colbert,2024-10-21T22:45:49Z,Gizmodo.com,https://gizmodo.com/zoe-saldana-would-do-things-differently-with-gamora-if-given-the-chance-2000514708"
"What’s the Most Memorably Horrific Terrifier Kill?,By Germain Lussier and Cheryl Eddy,2024-10-30T23:45:03Z,Gizmodo.com,https://gizmodo.com/whats-the-most-memorably-horrific-terrifier-kill-2000518695"
"Demi Moore’s ‘The Substance’ Makeup Photos Show Scary Side Of Character,""Tim Lammers, Contributor, "
"On Its Official Store, Samsung Is Offering -50% on Its OLED TVs For Early Black Friday,Gizmodo Deals,2024-11-09T19:09:06Z,Gizmodo.com,https://gizmodo.com/on-its-official-store-samsung-is-offering-50-on-its-oled-tvs-for-early-black-friday-2000522569"
Soccer Mommy Has Never Gotten This Real Before,Simon Vozick-Levinson,2024-11-01T17:30:00Z,Rolling Stone,http://www.rollingstone.com/music/music-features/soccer-mommy-new-album-evergreen-interview-1235140891/
"You’ll Be Able to Watch Joker 2 at Home Before Halloween,Germain Lussier,2024-10-22T18:41:36Z,Gizmodo.com,https://gizmodo.com/joker-2-home-release-streaming-dc-batman-2000515193"
"‘The Substance’ Comes to Digital, But When Will ‘The Substance’ Be Streaming?,mliss1578,2024-10-28T20:00:00Z,Decider,https://decider.com/2024/10/28/watch-the-substance-streaming-release-date-the-substance-mubi/"
"‘Substance’ portrays in fiction whatexists in real world: French filmmaker Coralie Fargeat,The Hills Times,2024-10-31T02:45:00Z,Thehillstimes.in,https://thehillstimes.in/entertainment/substance-portrays-in-fiction-whatexists-in-real-world-french-filmmaker-coralie-fargeat"
"The Substance, Joker: Folie à Deux, Netflix’s Time Cut, and every movie new to streaming this week,""Toussaint Egan, Petrana Radulovic"",2024-11-01T11:50:46Z,Polygon,https://www.polygon.com/entertainment/469923/new-movies-watch-streaming-the-substance-joker-2-netflix-time-cut"
"Need a Scary Movie to Stream? Here Are 24 of Our Favorites,CNET staff,2024-10-30T15:00:06Z,CNET,https://www.cnet.com/tech/services-and-software/need-a-scary-movie-to-stream-here-are-24-of-our-favorites/"
"Jennifer Lopez, Angelina Jolie, Nicole Kidman & 75+ Celebs Attend the Governors Awards 2024,Just Jared,2024-11-18T04:33:21Z,Just Jared,https://www.justjared.com/2024/11/17/jennifer-lopez-angelina-jolie-nicole-kidman-75-celebs-attend-the-governors-awards-2024/"
"What’s Popular On Streaming Now,Kimberly Ricci,2024-11-10T14:00:16Z,UPROXX,https://uproxx.com/tv/popular-on-streaming-lioness-dont-move-diplomat/"
"'Pack of cigs and a Bic lighter': Are celebs glamourising smoking again?,,2024-11-03T00:32:55Z,BBC News,https://www.bbc.com/news/articles/ce8dy5v1kpno"
"David Fincher’s Next Project May Be in the World of Squid Game,Gordon Jackson,2024-10-28T21:35:19Z,Gizmodo.com,https://gizmodo.com/david-finchers-next-project-may-be-in-the-world-of-squid-game-2000517656"
"Capcom’s Dino Crisis Almost Found a Way to Becoming an Anime,Justin Carter,2024-11-10T17:25:10Z,Gizmodo.com,https://gizmodo.com/dino-crisis-adi-shankar-anime-2000522622"
"Venom: The Last Dance Knows Fans Wanted More Venom and Eddie,Isaiah Colbert,2024-10-24T16:04:27Z,Gizmodo.com,https://gizmodo.com/venom-the-last-dance-knows-fans-wanted-more-venom-and-eddie-2000515973"
"European Film Awards: ‘The Substance’, ‘Emilia Pérez’ & ‘The Girl With The Needle’ Lead Arts & Craft Prizes",Melanie Goodfellow,2024-11-13T10:50:39Z,Deadline,http://deadline.com/2024/11/european-film-awards-arts-crafts-2024-winners-1236175097/
Gotham Nominations Add New Contenders Like ‘Babygirl’ to the Awards Race,Anne Thompson,2024-10-29T18:32:36Z,IndieWire,https://www.indiewire.com/awards/predictions/gotham-nominations-add-new-contenders-awards-race-1235060932/
"Remember When Swamp Thing’s Creators Did Their Own Simpsons Parody?,James Whitbrook,2024-10-30T20:32:01Z,Gizmodo.com,https://gizmodo.com/simpsons-treehouse-of-horror-swamp-thing-comic-len-wein-bernie-wrightson-2000518608"
"Enjoy 83% Off the Never-Expiring MagellanTV Membership for Documentaries as a Better Alternative to Netflix,Joe Tilleli,2024-10-22T20:26:34Z,Gizmodo.com,https://gizmodo.com/enjoy-83-off-the-never-expiring-magellantv-membership-for-documentaries-as-a-better-alternative-to-netflix-2000515280"
How Naomi Scott Became 2024's Greatest Scream Queen in Smile 2,Evan Romano,2024-10-25T18:00:00Z,menshealth.com,https://www.menshealth.com/entertainment/a62705751/smile-2-interview-naomi-scott-skye-riley/
"Stream It Or Skip It: ‘The Substance’ on Mubi and VOD, a New Body-Horror Classic Anchored by a Daring Demi Moore",mliss1578,2024-10-31T19:00:00Z,Decider,https://decider.com/2024/10/31/the-substance-mubi-streaming-movie-review/
"Mufasa’s Final Trailer Brings the Future Band Together,Justin Carter,2024-11-09T19:25:09Z,Gizmodo.com,https://gizmodo.com/mufasa-final-trailer-d23-brazil-2000522515"
"The M4 MacBook Pro Might Be Hiding a Significant Screen Upgrade,Kyle Barr,2024-11-15T15:02:10Z,Gizmodo.com,https://gizmodo.com/the-m4-macbook-pro-might-be-hiding-a-significant-screen-upgrade-2000524997"
"New Horror Movie Heretic Was Inspired by Robert Zemeckis’ Contact,Germain Lussier,2024-11-08T00:00:46Z,Gizmodo.com,https://gizmodo.com/heretic-interview-beck-woods-hugh-grant-contact-movie-2000520464"
"Star Trek: Section 31 Teases Its Mysterious Anti-Heroes,Gordon Jackson,2024-11-07T14:00:59Z,Gizmodo.com,https://gizmodo.com/star-trek-section-31-character-details-michelle-yeoh-2000521472"
"How Researchers Are Using Geospatial Technology to Uncover Mexico's Clandestine Graves,Geraldine Castro,2024-11-01T11:00:00Z,Wired,https://www.wired.com/story/how-researchers-are-using-geospatial-technology-to-uncover-mexicos-clandestine-graves/"
"The problem with the movie version,Seth Godin,2024-11-07T10:03:00Z,Seths.blog,https://seths.blog/2024/11/the-problem-with-the-movie-version/"
Best Horror Movies to See in Theaters This Halloween,Kofi Outlaw,2024-10-30T19:49:32Z,ComicBook.com,http://comicbook.com/horror/news/best-horror-movies-halloween-2024-watch-in-theaters/
"Golden Globes 2025: First Predictions With Movie Musicals, A-List Stars and Hit TV Shows Vying for Recognition",Clayton Davis,2024-11-01T23:50:00Z,Variety,https://variety.com/lists/2025-golden-globes-awards-predictions/
"New 'Star Wars' Trilogy In the Works,BeauHD,2024-11-08T10:00:00Z,Slashdot.org,https://entertainment.slashdot.org/story/24/11/08/0641215/new-star-wars-trilogy-in-the-works"
"Older Demos, Still Elusive, Bless ‘Conclave’ Amid Indie Surge – Specialty Box Office",jillg366,2024-10-27T19:31:05Z,Deadline,http://deadline.com/2024/10/conclave-older-moviegoers-theaters-indie-film-box-office-1236159448/
Review: I Finally Watched THE SUBSTANCE and Holy F#!king Sh!t...,Joey Paur,2024-10-18T22:30:00Z,GeekTyrant,https://geektyrant.com/news/review-i-finally-watched-the-substance-and-holy-fking-sht
"‘It’s The Devil’: The Substance Director Discusses The Long Casting Process For That Creepy, Deep Voice In The Body Horror Movie,Eric Eisenberg,2024-10-31T13:32:53Z,CinemaBlend,https://www.cinemablend.com/interviews/its-the-devil-the-substance-director-discusses-long-casting-process-creepy-deep-voice-body-horror-movie"
"The Substance: Demi Moore body horror film reaches MUBI streaming service on Halloween,Cody Hamman,2024-10-24T14:02:26Z,JoBlo.com,https://www.joblo.com/the-substance-mubi-2/"
"Tom Holland Joins Christopher Nolan’s Next Movie, and We Heard a Great Rumor About It,Germain Lussier,2024-10-21T21:35:52Z,Gizmodo.com,https://gizmodo.com/christopher-nolan-new-movie-plot-tom-holland-imax-2000514765"
New Boutique Distributors Step Up to Meet the Needs of the Independent Film Market,Carolehorst,2024-11-07T17:17:00Z,Variety,https://variety.com/2024/film/news/distributors-independent-film-market-1236200344/
"“Christmas Eve in Miller’s Point” Transcends the Holiday-Movie Genre,Richard Brody,2024-11-08T11:00:00Z,The New Yorker,https://www.newyorker.com/magazine/2024/11/18/christmas-eve-in-millers-point-movie-review"
"Demi Moore Blooms in Textured Floral Chanel Dress at ‘The Substance’ Premiere in Paris,Hannah Malach,2024-11-06T15:00:25Z,WWD,http://wwd.com/pop-culture/celebrity-news/demi-moore-floral-chanel-dress-the-substance-premiere-paris-1236712658/"
"Demi Moore on the U.S. Election: ‘America Is Built on Puritans, Religious Fanatics and Criminals’",Becroll,2024-11-06T02:33:22Z,Variety,https://variety.com/2024/film/global/demi-moore-the-substance-coralie-fargeat-2024-election-1236201891/
"‘The Substance’ Comes to Digital, But When Will ‘The Substance’ Be Streaming?",mliss1578,2024-10-28T20:00:00Z,Decider,https://decider.com/2024/10/28/watch-the-substance-streaming-release-date-the-substance-mubi/
"Nosferatu‘s New Posters Know You Don’t Need to See Him to Be Scary,Isaiah Colbert,2024-10-31T17:50:00Z,Gizmodo.com,https://gizmodo.com/nosferatus-new-posters-know-you-dont-need-to-see-him-to-be-scary-2000518880"
"Ridley Scott Still Wants a Sequel to Alien: Covenant,Gordon Jackson,2024-11-11T14:00:44Z,Gizmodo.com,https://gizmodo.com/alien-covenant-sequel-ridley-scott-michael-fassbender-2000522868"
9 movies where food is the main course,"Scott Hocker, The Week US",2024-10-28T17:20:11Z,The Week Magazine,https://theweek.com/culture-life/film/movies-food-starring-role
"The Substance: Streaming Release Date Revealed For Horror Movie With 91% RT Score (And It's Soon),Brennan Klein,2024-10-24T13:17:07Z,Screen Rant,https://screenrant.com/the-substance-movie-streaming-release-date-confirmed-mubi/"
ELLE’s 2024 Women in Hollywood Issue – Part Two,Lorenzo Marquez,2024-11-15T20:20:11Z,tomandlorenzo.com,https://tomandlorenzo.com/2024/11/elles-2024-women-in-hollywood-issue-part-two/
"Amber Tamblyn Reveals Plastic Surgery Procedure She Had Done at Age 12, Reflects on Her Decision Today",Just Jared,2024-10-21T16:36:01Z,Just Jared,https://www.justjared.com/2024/10/21/amber-tamblyn-reveals-plastic-surgery-procedure-she-had-done-at-age-12-reflects-on-her-decision-today/
"Yet Another Familiar Face Could Return for Scream 7,Gordon Jackson,2024-10-25T13:00:04Z,Gizmodo.com,https://gizmodo.com/scream-7-patrick-dempsey-return-2000516438"
"Top Halloween films of 2024,Tatat Bunnag,2024-10-29T21:00:00Z,Bangkok Post,https://www.bangkokpost.com/life/arts-and-entertainment/2892753/top-halloween-films-of-2024"
The failure of Joker: Folie à Deux is no laughing matter as the musical sequel comes off like a bad joke on PVOD,Steve Seigh,2024-11-06T19:51:12Z,JoBlo.com,https://www.joblo.com/joker-folie-a-deux-pvod/
Demi Moore Shares Bone-Chilling Look at The Substance Transformation,,2024-10-31T21:05:00Z,Eonline.com,https://www.eonline.com/news/1409386/demi-moore-shares-bone-chilling-look-at-transformation-for-her-horror-film
"Chill games for a chill weekend,David Pierce,2024-11-10T13:00:00Z,The Verge,https://www.theverge.com/2024/11/10/24291418/stardew-valley-mario-luigi-brothership-heretic-installer"
"The J-Horror Virus Revisits a Film Movement That’s Still Sparking Nightmares,Cheryl Eddy,2024-11-13T18:55:21Z,Gizmodo.com,https://gizmodo.com/shudder-j-horror-documentary-review-ring-grudge-2000524129"
The Substance: Streaming Release Date Revealed For Horror Movie With 91% RT Score (And It's Soon),Brennan Klein,2024-10-24T13:17:07Z,Screen Rant,https://screenrant.com/the-substance-movie-streaming-release-date-confirmed-mubi/
Let Demi Moore’s Iconic Fashion Give You More Inspiration,,2024-11-11T19:06:47Z,Eonline.com,https://www.eonline.com/news/1409808/let-demi-moores-iconic-fashion-give-you-more-inspiration
"10 Fantasy Movies to Help You Escape Reality Right Now,Cheryl Eddy,2024-11-06T19:45:23Z,Gizmodo.com,https://gizmodo.com/10-fantasy-movies-to-help-you-escape-reality-right-now-2000521177"
[Removed],,2024-10-28T04:01:00Z,[Removed],https://removed.com
"I’ve given up on trying to predict what Nintendo will do — especially when it comes to the Switch 2,Andrew Webster,2024-10-22T15:00:00Z,The Verge,https://www.theverge.com/2024/10/22/24276650/nintendo-switch-2-predictions-playtest-alarmo"
"How Do You Make ‘The Substance’? Start With “a Volcano of Blood”,David Canfield,2024-10-24T13:00:00Z,Vanity Fair,https://www.vanityfair.com/hollywood/story/the-substance-shot-list-coralie-fargeat-awards-insider"
Looks Like European Film Voters Love ‘No Other Land’ but Are Mixed on ‘Hard Truths’,Marcus Jones,2024-11-05T19:15:00Z,IndieWire,https://www.indiewire.com/awards/industry/european-film-awards-bifa-nominations-reveal-oscar-favorites-1235063138/
Demi Moore Goes Pretty in Florals for 'The Substance' Premiere in Paris,Just Jared,2024-11-06T02:17:41Z,Just Jared,https://www.justjared.com/2024/11/05/demi-moore-goes-pretty-in-florals-for-the-substance-premiere-in-paris/
"This What We Do in the Shadows Portrait Is Dead and Out of This World,Cheryl Eddy,2024-10-21T17:00:22Z,Gizmodo.com,https://gizmodo.com/this-what-we-do-in-the-shadows-portrait-is-dead-and-out-of-this-world-2000513383"
"Denis Villeneuve Responds to Quentin Tarantino Refusing to Watch Dune: ‘I Don’t Care’,Isaiah Colbert,2024-11-08T23:25:27Z,Gizmodo.com,https://gizmodo.com/denis-villeneuve-responds-to-quentin-tarantino-refusing-to-watch-dune-i-dont-care-2000522377"
Demi Moore and Rob Lowe 'briefly had a thing',Bethany Minelle,2024-10-25T10:26:00Z,Sky.com,https://news.sky.com/story/demi-moore-and-rob-lowe-briefly-had-a-thing-during-st-elmos-fire-13240938
"After Kylie Jenner Stunningly Channeled Demi Morre's Iconic Striptease Poster, The Actress Responded",Sarah El-Mahmoud,2024-10-31T21:40:10Z,CinemaBlend,https://www.cinemablend.com/movies/kylie-jenner-channeled-demi-morres-iconic-striptease-poster-actress-responded
Where to stream The Substance in Canada,Bradly Shankar,2024-10-26T18:31:37Z,MobileSyrup,https://mobilesyrup.com/2024/10/26/where-to-stream-the-substance-canada/
Halloween-Costume Ideas for the Pop-Culture Super Fan,Mia Mercado,2024-10-17T15:00:16Z,The Cut,http://www.thecut.com/article/2024-halloween-costume-ideas-pop-culture-moo-deng.html
"M. Night Shyamalan’s Trap is a perfect Hitman movie,Toussaint Egan,2024-10-24T21:07:18Z,Polygon,https://www.polygon.com/entertainment/469408/trap-m-night-shyamalan-hitman-josh-hartnett"
"Deadpool & Wolverine Just Got A Disney Plus Streaming Date And It's Not Far Away,Ethan Gach,2024-10-30T19:00:00Z,Kotaku,https://kotaku.com/deadpool-wolverine-just-got-a-disney-plus-streaming-d-1851685637"
"Streaming in Canada on Crave, Disney+, Mubi, Netflix and Prime Video [Oct. 28-Nov. 3],Bradly Shankar,2024-10-28T23:02:28Z,MobileSyrup,https://mobilesyrup.com/2024/10/28/streaming-in-canada-crave-disney-plus-mubi-netflix-prime-video-the-substance/"
"Post-Screening Movie Hype Tweets, Decoded",Nate Jones,2024-10-26T13:00:29Z,Vulture,http://www.vulture.com/article/gladiator-2-early-reviews-decoded.html
Does ‘Gladiator II’ Have a Sword’s Chance at the Oscars?,Azwan Badruzaman,2024-10-25T23:00:00Z,IndieWire,https://www.indiewire.com/features/podcast/gladiator-2-oscar-chances-1235060342/
Katy Perry Named This Grotesque Horror Flick The Best Movie Of 2024,staff@slashfilm.com (Jeremy Smith),2024-11-11T23:43:20Z,/FILM,https://www.slashfilm.com/1710704/katy-perry-best-movie-2024-horror-the-substance/
‘Your Monster’ Review: Melissa Barrera Finds Musical Ways To Scream Her Rage With Help From A Beastly Tommy Dewey,Pete Hammond,2024-10-25T19:37:36Z,Deadline,http://deadline.com/2024/10/your-monster-review-melissa-barrera-finds-musical-ways-to-scream-with-help-from-beastly-tommy-dewey-1236158700/
"Ariana Grande apologises to 'Mistress of the Dark' Elvira,,2024-10-22T09:48:19Z,BBC News,https://www.bbc.com/news/articles/cn5z5l9kngxo"
"Love is a Killer in Heart Eyes’ First Trailer,Justin Carter,2024-11-02T18:50:59Z,Gizmodo.com,https://gizmodo.com/love-is-a-killer-in-heart-eyes-first-trailer-2000519826"
"10 great horror movies to stream on Netflix this Halloween,Anthony Orlando,2024-10-31T12:30:39Z,Digital Trends,https://www.digitaltrends.com/movies/10-best-horror-movies-to-stream-on-netflix-this-halloween-2024/"
"Ryan Reynolds Has Even More Unseen Deadpool & Wolverine Clips and He’s Not Afraid to Use Them,Cheryl Eddy,2024-11-14T23:30:53Z,Gizmodo.com,https://gizmodo.com/ryan-reynolds-has-even-more-unseen-deadpool-wolverine-clips-and-hes-not-afraid-to-use-them-2000524846"
"Elon Musk Accused Of Stealing Blade Runner 2049 Imagery To Sell Teslas In New Lawsuit,Ethan Gach,2024-10-21T19:00:00Z,Kotaku,https://kotaku.com/elon-musk-blade-runner-2049-lawsuit-tesla-cybercab-ai-1851677713"
‘The Substance’ Gets Streaming Release: Here’s How to Watch the Demi Moore Body-Horror Film Online,Atingley4,2024-11-04T19:35:34Z,Variety,https://variety.com/2024/film/news/how-to-watch-the-substance-online-streaming-1236199912/
"Movies Watched, September 2024",Khoi,2024-10-21T00:50:12Z,Subtraction.com,https://www.subtraction.com/2024/10/20/movies-watched-september-2024/
Rob Lowe reveals he ‘briefly had a thing’ with Demi Moore in ‘Brat Pack’ era: ‘Hookups are inevitable’,Whitney Vasquez,2024-10-23T21:21:21Z,New York Post,https://nypost.com/2024/10/23/entertainment/rob-lowe-briefly-had-a-thing-with-demi-moore-in-brat-pack-era/
Demi Moore Slams Election: U.S. ‘Built’ on ‘Religious Fanatics and Criminals’,Charisma Madarang,2024-11-06T04:16:22Z,Rolling Stone,http://www.rollingstone.com/tv-movies/tv-movie-news/demi-moore-election-religious-fanatics-criminals-1235154631/
"24 Best Movies New to Streaming in November: ‘Deadpool & Wolverine,’ ‘Twisters,’ ‘The Substance,’ ‘Emilia Perez’ and More,Zack Sharf,2024-11-01T21:20:00Z,Variety,https://variety.com/lists/best-movies-streaming-november-2024/"
"Residents of a picturesque London street clash with Airbnb after tourists flock to home turned into 'Paddington' film set,Eve Crosbie,2024-11-02T10:47:53Z,Business Insider,https://www.businessinsider.com/london-primrose-hill-residents-clash-airbnb-paddington-house-competition-2024-10"
"After The Substance's Release, Demi Moore Got Real About Aging And How The Film 'Pushed' Her Out Of Her Comfort Zone,Ryan LaBee,2024-11-10T22:18:25Z,CinemaBlend,https://www.cinemablend.com/movies/after-the-substance-release-demi-moore-real-about-aging-film-pushed-her-out-of-comfort-zone"
The Substance is the best body horror of 2024 and it's finally got a streaming date on Mubi,lucy.buglass@futurenet.com (Lucy Buglass),2024-10-25T09:18:32Z,TechRadar,https://www.techradar.com/streaming/the-substance-is-the-best-body-horror-of-2024-and-its-finally-got-a-streaming-date-on-mubi
The 25 best new horror movies of 2024 (so far),Caralynn Matassa,2024-11-01T15:32:56Z,Business Insider,https://www.businessinsider.com/best-new-horror-movies-2024
"The Substance: Demi Moore's Film Locks A Streaming Date,NDTV Movies News Desk,2024-10-25T10:22:37Z,NDTV News,https://www.ndtv.com/entertainment/demi-moores-horror-thriller-the-substance-gets-a-streaming-date-6871081"
"The Substance, Joker: Folie à Deux, Netflix’s Time Cut, and every movie new to streaming this week","Toussaint Egan, Petrana Radulovic",2024-11-01T11:50:46Z,Polygon,https://www.polygon.com/entertainment/469923/new-movies-watch-streaming-the-substance-joker-2-netflix-time-cut
"Smile‘s Director Already Has Ideas For Where Smile 3 Could Go,Gordon Jackson,2024-10-31T13:00:00Z,Gizmodo.com,https://gizmodo.com/smile-3-sequel-ideas-parker-finn-2000518568"
MOVIES: The Crime is Mine - Review: Whimsically French,Milo MJ,2024-10-28T09:07:00Z,Spoilertv.com,https://www.spoilertv.com/2024/10/movies-crime-is-mine-review-whimsically.html
6 Last Minute Costume Ideas for the Extremely Online Food Freak,Francky Knapp,2024-10-24T17:42:07Z,Eater,https://www.eater.com/24277993/easy-food-costume-ideas-halloween-2024
How To Watch The Substance At Home,staff@slashfilm.com (Jeremy Mathai),2024-10-24T14:57:03Z,/FILM,https://www.slashfilm.com/1696546/how-watch-the-substance-at-home/
A New Take on The Fly Is Coming From a Very Intriguing Director,Cheryl Eddy,2024-11-04T19:10:18Z,Gizmodo.com,https://gizmodo.com/a-new-take-on-the-fly-is-coming-from-a-very-intriguing-director-2000520281
"The Netflix Mobile App Will Now Let You Bookmark and Share Scenes With Your Friends,Dua Rashid,2024-10-28T20:24:17Z,Gizmodo.com,https://gizmodo.com/the-netflix-mobile-app-will-now-let-you-bookmark-and-share-scenes-with-your-friends-2000517392"
"Open Channel: What Does Star Wars’ New Saga Look Like to You?,Justin Carter,2024-11-10T19:50:56Z,Gizmodo.com,https://gizmodo.com/star-wars-new-saga-open-channel-2000522626"
"Mike Flanagan to Adapt Stephen King’s Carrie as an 8-Episode Miniseries,Gordon Jackson,2024-10-21T17:45:48Z,Gizmodo.com,https://gizmodo.com/mike-flanagan-to-adapt-stephen-kings-carrie-as-an-8-episode-miniseries-2000514457"
"Colin Farrell Hated Filming That Penguin Finale Scene as Much as You Did Watching It,James Whitbrook,2024-11-12T00:45:19Z,Gizmodo.com,https://gizmodo.com/penguin-season-finale-spoilers-vic-death-colin-farrell-2000523377"
"Looks Like European Film Voters Love ‘No Other Land’ but Are Mixed on ‘Hard Truths’,Marcus Jones,2024-11-05T19:15:00Z,IndieWire,https://www.indiewire.com/awards/industry/european-film-awards-bifa-nominations-reveal-oscar-favorites-1235063138/"
"Surreal Gambling Site Sees Users Bet on Thousands of Dimly Lit and Short-Lived Soccer Matches Every Day,Matthew Gault,2024-10-21T16:15:42Z,Gizmodo.com,https://gizmodo.com/surreal-gambling-site-sees-users-bet-on-thousands-of-dimly-lit-and-short-lived-soccer-matches-every-day-2000514445"
"Classic survival horror is still alive and scaring,Andrew Webster,2024-10-26T15:00:00Z,The Verge,https://www.theverge.com/2024/10/26/24279276/survival-horror-silent-hill-2-fear-the-spotlight"
"I tried Starbucks' green and pink 'Wicked'-themed drinks. I can't stop thinking about the one without coffee.,insider@insider.com (Jamie Davis Smith),2024-10-31T11:55:01Z,Business Insider,https://www.businessinsider.com/starbucks-wicked-drinks-elphaba-cold-brew-glinda-pink-potion-review-2024-10"
"Watch 'Terrifier' and 'Terrifier 2' for Free on These Streaming Services,Meara Isenberg,2024-10-22T14:00:06Z,CNET,https://www.cnet.com/tech/services-and-software/watch-terrifier-and-terrifier-2-for-free-on-these-streaming-services/"
"Retrotechtacular: Computer-Generate Video 1968 Style!,Al Williams,2024-11-09T06:00:31Z,Hackaday,https://hackaday.com/2024/11/08/retrotechtacular-computer-generate-video-1968-style/"
"Gotham Awards Nominations Give ‘Anora,’ ‘Babygirl,’ ‘Nickel Boys’ a Boost",Rebecca Ford,2024-10-29T16:10:00Z,Vanity Fair,https://www.vanityfair.com/hollywood/story/gotham-awards-nominations-anora-babygirl-nickel-boys-awards-insider
"Robert Zemeckis Just Wants to Move You,Stephanie Zacharek,2024-11-01T14:39:09Z,Time,https://time.com/7160896/robert-zemeckis-interview-here/"
"2 New Predator Movies Are Coming in 2025,Germain Lussier,2024-10-24T19:40:29Z,Gizmodo.com,https://gizmodo.com/2-new-predator-movies-are-coming-in-2025-2000516237"
"New Movies On Streaming: ‘The Substance,’ Joker: Folie á Deux,’ + More,mliss1578,2024-11-01T15:00:00Z,Decider,https://decider.com/2024/11/01/new-movies-on-streaming-the-substance-joker-folie-a-deux-more/"
"New Boutique Distributors Step Up to Meet the Needs of the Independent Film Market,Carolehorst,2024-11-07T17:17:00Z,Variety,https://variety.com/2024/film/news/distributors-independent-film-market-1236200344/"
"Interior Chinatown Looks Like a Reality-Blurring Good Time,Cheryl Eddy,2024-10-22T16:15:16Z,Gizmodo.com,https://gizmodo.com/interior-chinatown-looks-like-a-reality-blurring-good-time-2000515040"
"Mission: Impossible —The Final Reckoning‘s Trailer Really Wants You To Know Tom Cruise Is Still That Dude,Isaiah Colbert,2024-11-11T15:00:25Z,Gizmodo.com,https://gizmodo.com/mission-impossible-8-trailer-title-release-date-tom-cruise-final-reckoning-2000522966"
Demi Moore Is Wildly Unrecognizable in Disturbing 'The Substance' Halloween Photos,Kayla Caldwell,2024-10-31T21:13:35Z,Newsweek,https://www.newsweek.com/entertainment/celebrity-news/demi-moore-unrecognizable-disturbing-substance-halloween-photos-1978255
10 Best Irish Horror Movies,Adam Walton,2024-11-09T11:31:15Z,Screen Rant,https://screenrant.com/10-best-irish-horror-movies/
"[Removed],,2024-11-11T00:34:00Z,[Removed],https://removed.com"
"‘Your Monster’ Review: Melissa Barrera Finds Musical Ways To Scream Her Rage With Help From A Beastly Tommy Dewey,Pete Hammond,2024-10-25T19:37:36Z,Deadline,http://deadline.com/2024/10/your-monster-review-melissa-barrera-finds-musical-ways-to-scream-with-help-from-beastly-tommy-dewey-1236158700/"
"The YouTube app on Quest will let you co-watch videos with friends in VR,Jay Peters,2024-11-13T19:30:33Z,The Verge,https://www.theverge.com/2024/11/13/24295635/youtube-meta-quest-app-co-watch-vr"
"Black Mirror Is Surviving Netflix’s Interactive Specials Purge,Cheryl Eddy,2024-11-05T23:35:35Z,Gizmodo.com,https://gizmodo.com/black-mirror-is-surviving-netflixs-interactive-specials-purge-2000520968"
"Nosferatu‘s Take on Count Orlok Sounds Fascinatingly Disgusting,Gordon Jackson,2024-11-12T19:01:22Z,Gizmodo.com,https://gizmodo.com/nosferatus-take-on-count-orlok-sounds-fascinatingly-disgusting-2000523667"
"Disney hits a roadblock with Daisy Ridley's 'Star Wars' movie — the latest project it's had trouble getting off the ground,Eammon Jacobs,2024-10-25T12:05:10Z,Business Insider,https://www.businessinsider.com/disney-star-wars-daisy-ridley-roadblock-project-steven-knight-2024-10"
The 13 Best Movies and TV Shows to Watch This Weekend,Savannah Salazar,2024-11-01T16:37:00Z,Vulture,http://www.vulture.com/article/what-to-watch-this-weekend-best-movies-tv-shows-november-1-3.html
"The Substance streaming: Release date revealed, when and where to watch online",The Feed,2024-10-24T18:39:30Z,The Times of India,https://economictimes.indiatimes.com/news/international/us/the-substance-streaming-release-date-revealed-when-and-where-to-watch-online/articleshow/114558556.cms
"Ryan Reynolds Thinks Gambit Might Have Had His Deadpool Leak Moment,Germain Lussier,2024-11-07T18:45:06Z,Gizmodo.com,https://gizmodo.com/gambit-movie-chances-channing-tatum-deadpool-2000521657"
" https://www.forbes.com/sites/timlammers/"",2024-10-28T01:24:20Z,Forbes,https://www.forbes.com/sites/timlammers/2024/10/27/demi-moores-horror-thriller-the-substance-new-on-streaming-this-week/"
"Finally, a Holocaust Movie With No Lessons,Gal Beckerman,2024-11-01T17:16:00Z,The Atlantic,https://www.theatlantic.com/culture/archive/2024/11/real-pain-holocaust-movie-jesse-eisenberg-kieran-culkin-no-lessons/680490/"
"Post-Screening Movie Hype Tweets, Decoded,Nate Jones,2024-10-26T13:00:29Z,Vulture,http://www.vulture.com/article/gladiator-2-early-reviews-decoded.html"
