Title	Author	Published At	Source	URL
David Fincher’s Next Project May Be in the World of Squid Game	Gordon Jackson	2024-10-28T21:35:19Z	Gizmodo.com	https://gizmodo.com/david-finchers-next-project-may-be-in-the-world-of-squid-game-2000517656
Star Trek: Section 31 Teases Its Mysterious Anti-Heroes	Gordon Jackson	2024-11-07T14:00:59Z	Gizmodo.com	https://gizmodo.com/star-trek-section-31-character-details-michelle-yeoh-2000521472
One chart shows how Hollywood is losing its grip on TV and movies	Lucia Moses	2024-10-23T12:59:01Z	Business Insider	https://www.businessinsider.com/hollywood-losing-dominance-tv-movies-employment-chart-2024-10
I'm a horror fan who's seen the first 9 'Saw' movies. Here are the 3 you must watch and 6 you should skip.	Amory Rose	2024-10-25T20:58:15Z	Business Insider	https://www.businessinsider.com/saw-best-movies-to-watch-and-skip-2021-10
Leigh Whannell’s Wolf Man Design Was Inspired by Heath Ledger’s Joker	Gordon Jackson	2024-10-21T13:00:23Z	Gizmodo.com	https://gizmodo.com/leigh-whannells-wolf-man-design-was-inspired-by-heath-ledgers-joker-2000514252
Alien: Romulus is Bringing Its Terror to VHS in December	Justin Carter	2024-10-20T16:25:57Z	Gizmodo.com	https://gizmodo.com/alien-romulus-vhs-release-2000514136
Open Channel: What Does Star Wars’ New Saga Look Like to You?	Justin Carter	2024-11-10T19:50:56Z	Gizmodo.com	https://gizmodo.com/star-wars-new-saga-open-channel-2000522626
'Disclaimer' has a shocking twist ending that centers on an intense sex scene. Star Leila George breaks down filming 2 very different versions of it.	Caralynn Matassa	2024-11-08T23:53:47Z	Business Insider	https://www.businessinsider.com/disclaimer-ending-explained-finale-sex-scenes-2024-11
Disney May Have Found an Incredibly Obvious Choice for Its Live-Action Prince Charming	Gordon Jackson	2024-10-23T18:10:07Z	Gizmodo.com	https://gizmodo.com/disney-may-have-found-an-incredibly-obvious-choice-for-its-live-action-prince-charming-2000515673
Add Ninjago To the List of Live-Action Lego Movies We’re Getting	Justin Carter	2024-11-03T15:30:55Z	Gizmodo.com	https://gizmodo.com/lego-ninjago-live-action-movie-2000519881
All The Saw Movies, Ranked From Worst To Best	Caroline Madden	2024-10-21T12:15:00Z	Kotaku	https://kotaku.com/saw-movies-ranked-in-order-how-many-horror-jigsaw-1851673838
Michelle Yeoh’s Star Trek spy movie has a release date	Wes Davis	2024-10-20T22:32:47Z	The Verge	https://www.theverge.com/2024/10/20/24274900/star-trek-section-31-michelle-yeoh-paramount-plus-streaming-premiere-date
Ryan Reynolds Has Even More Unseen Deadpool & Wolverine Clips and He’s Not Afraid to Use Them	Cheryl Eddy	2024-11-14T23:30:53Z	Gizmodo.com	https://gizmodo.com/ryan-reynolds-has-even-more-unseen-deadpool-wolverine-clips-and-hes-not-afraid-to-use-them-2000524846
Updates From Andor Season 2, and More	Gordon Jackson	2024-11-15T14:00:28Z	Gizmodo.com	https://gizmodo.com/andor-season-2-empire-cover-story-krennic-new-images-2000524819
[Removed]		2024-10-30T12:30:08Z	[Removed]	https://removed.com
Teri Garr, actor, comedian and multiple sclerosis ambassador, dies at 79	Tanya Ballard Brown	2024-10-29T18:13:12Z	NPR	https://www.npr.org/2024/10/29/850826324/teri-garr-dead
The 'Dune: Prophecy' premiere ends with a shocking twist. Star Jihae breaks down Kasha's fate.	Caralynn Matassa	2024-11-18T03:05:01Z	Business Insider	https://www.businessinsider.com/kasha-death-dune-prophecy-jihae-interview-2024-11
How Much of the New Lord of the Rings Movie Comes From Tolkien?	James Whitbrook	2024-11-06T20:45:14Z	Gizmodo.com	https://gizmodo.com/war-of-the-rohirrim-setting-characters-explained-tolkien-lotr-2000521209
Celebrated teacher abused boys over four decades		2024-11-11T17:11:07Z	BBC News	https://www.bbc.com/news/articles/c79zq74n5dxo
Redick comes clean about car wash film session		2024-10-27T11:26:01Z	ESPN	https://www.espn.com/nba/story/_/id/42028849/lakers-coach-jj-redick-comes-clean-watching-game-film-car-wash
10 Fantasy Movies to Help You Escape Reality Right Now	Cheryl Eddy	2024-11-06T19:45:23Z	Gizmodo.com	https://gizmodo.com/10-fantasy-movies-to-help-you-escape-reality-right-now-2000521177
Count Down to Halloween With These 10 Scary Hulu and Disney+ Movies	Cheryl Eddy	2024-10-28T22:44:26Z	Gizmodo.com	https://gizmodo.com/halloween-best-streaming-horror-hulu-disney-plus-2000517558
Escape Planet Earth With These 10 Streaming Sci-Fi Films	Cheryl Eddy	2024-11-04T23:30:55Z	Gizmodo.com	https://gizmodo.com/best-space-movies-streaming-netflix-max-prime-video-2000520245
Arcane Is Far and Away the Most Expensive Animated Series Ever Made	Isaiah Colbert	2024-11-06T16:15:15Z	Gizmodo.com	https://gizmodo.com/arcane-netflix-most-expensive-animated-series-ever-riot-2000521096
Residents of a picturesque London street clash with Airbnb after tourists flock to home turned into 'Paddington' film set	Eve Crosbie	2024-11-02T10:47:53Z	Business Insider	https://www.businessinsider.com/london-primrose-hill-residents-clash-airbnb-paddington-house-competition-2024-10
Proposed Recycling Labels Are Misleading and Could Violate the Law, Experts Say	Joseph Winters, Grist	2024-10-24T13:30:03Z	Gizmodo.com	https://gizmodo.com/proposed-recycling-labels-are-misleading-and-could-violate-the-law-experts-say-2000515921
The Curious Case of John Turturro Not Returning for The Penguin	Germain Lussier	2024-10-23T21:00:54Z	Gizmodo.com	https://gizmodo.com/john-turturro-the-penguin-batman-carmine-falcone-2000515774
Zoe Saldaña Would Do Things Differently With Gamora if Given the Chance	Isaiah Colbert	2024-10-21T22:45:49Z	Gizmodo.com	https://gizmodo.com/zoe-saldana-would-do-things-differently-with-gamora-if-given-the-chance-2000514708
A Sinister Nick Frost Elevates Murky Horror Tale Black Cab	Cheryl Eddy	2024-11-08T18:40:00Z	Gizmodo.com	https://gizmodo.com/a-sinister-nick-frost-elevates-murky-horror-tale-black-cab-2000521404
Peter Todd Is in Hiding After a Documentary Named Him as Bitcoin’s Creator	Matthew Gault	2024-10-22T15:45:38Z	Gizmodo.com	https://gizmodo.com/peter-todd-is-in-hiding-after-a-documentary-named-him-as-bitcoins-creator-2000514993
Hysteria!‘s Creator Explains How He Landed That Horror Dream Team Reunion	Cheryl Eddy	2024-10-21T16:30:19Z	Gizmodo.com	https://gizmodo.com/hysterias-creator-explains-how-he-landed-that-horror-dream-team-reunion-2000514460
Jeri Taylor, Co-Creator of Star Trek: Voyager, Dies at 86	Justin Carter	2024-10-26T14:30:17Z	Gizmodo.com	https://gizmodo.com/obituary-jeri-taylor-star-trek-voyager-2000516878
Tim Burton on his dinosaur collection and why the internet makes him depressed		2024-10-24T07:26:34Z	BBC News	https://www.bbc.com/news/articles/c154gqxel1eo
Netflix’s deal with Universal will add more live-action films	Emma Roth	2024-10-29T18:07:17Z	The Verge	https://www.theverge.com/2024/10/29/24282823/netflix-licensing-deal-universal-films-live-action-animation
Colin Farrell Hated Filming That Penguin Finale Scene as Much as You Did Watching It	James Whitbrook	2024-11-12T00:45:19Z	Gizmodo.com	https://gizmodo.com/penguin-season-finale-spoilers-vic-death-colin-farrell-2000523377
Kevin Smith Has Ideas for Dogma 2, But Don’t Get Too Excited Yet	Cheryl Eddy	2024-11-18T18:45:18Z	Gizmodo.com	https://gizmodo.com/dogma-2-sequel-kevin-smith-update-2000525939
Nosferatu‘s Take on Count Orlok Sounds Fascinatingly Disgusting	Gordon Jackson	2024-11-12T19:01:22Z	Gizmodo.com	https://gizmodo.com/nosferatus-take-on-count-orlok-sounds-fascinatingly-disgusting-2000523667
Retrotechtacular: Computer-Generate Video 1968 Style!	Al Williams	2024-11-09T06:00:31Z	Hackaday	https://hackaday.com/2024/11/08/retrotechtacular-computer-generate-video-1968-style/
Jesse Eisenberg and Kieran Culkin Make a Radiantly Generous Duo in A Real Pain	Time	2024-11-01T17:56:25Z	Time	https://time.com/7171395/a-real-pain-review/
In Dear Santa‘s First Trailer, Satan Is the Reason for the Season	Gordon Jackson	2024-11-07T15:30:30Z	Gizmodo.com	https://gizmodo.com/dear-santa-trailer-jack-black-satan-christmas-movie-2000521565
Interior Chinatown Looks Like a Reality-Blurring Good Time	Cheryl Eddy	2024-10-22T16:15:16Z	Gizmodo.com	https://gizmodo.com/interior-chinatown-looks-like-a-reality-blurring-good-time-2000515040
James Gunn Says Joker Isn’t The Batman Saga’s Next TV Star	Justin Carter	2024-11-09T16:30:25Z	Gizmodo.com	https://gizmodo.com/joker-tv-rumors-james-gunn-2000522431
Take Aim With This Glorious Ultraman Trading Card Art	James Whitbrook	2024-10-20T18:00:02Z	Gizmodo.com	https://gizmodo.com/nycc-2024-ultraman-trading-card-game-wave-2-exclusive-reveal-2000514210
Roar in Delight With These New Godzilla Toys	Justin Carter	2024-11-03T17:00:07Z	Gizmodo.com	https://gizmodo.com/roar-in-delight-with-these-new-godzilla-toys-2000518706
Harvey Weinstein Diagnosed with Bone Marrow Cancer, Receiving Treatment Behind Bars: Reports	Escher Walcott	2024-10-22T12:21:13Z	PEOPLE	https://people.com/harvey-weinstein-diagnosed-bone-marrow-cancer-receiving-treatment-prison-8731892
Classic survival horror is still alive and scaring	Andrew Webster	2024-10-26T15:00:00Z	The Verge	https://www.theverge.com/2024/10/26/24279276/survival-horror-silent-hill-2-fear-the-spotlight
Updates From Andor Season 2, and More	Gordon Jackson	2024-11-15T14:00:28Z	Gizmodo.com	https://gizmodo.com/andor-season-2-empire-cover-story-krennic-new-images-2000524819
Stream Is a Scream	Cheryl Eddy	2024-10-24T20:40:52Z	Gizmodo.com	https://gizmodo.com/stream-horror-movie-review-terrifier-2000515851
Ridley Scott Is Already Preparing the Next Alien Movie	Gordon Jackson	2024-11-04T14:00:55Z	Gizmodo.com	https://gizmodo.com/ridley-scott-new-alien-movie-romulus-2000520090
Amazon Might Be Close to Finding Its New Lara Croft	Gordon Jackson	2024-10-30T13:00:41Z	Gizmodo.com	https://gizmodo.com/amazon-tomb-raider-tv-show-sophie-turner-lucy-boynton-lara-croft-2000518272
Hysteria!‘s Creator Explains How He Landed That Horror Dream Team Reunion	Cheryl Eddy	2024-10-21T16:30:19Z	Gizmodo.com	https://gizmodo.com/hysterias-creator-explains-how-he-landed-that-horror-dream-team-reunion-2000514460
A Sinister Nick Frost Elevates Murky Horror Tale Black Cab	Cheryl Eddy	2024-11-08T18:40:00Z	Gizmodo.com	https://gizmodo.com/a-sinister-nick-frost-elevates-murky-horror-tale-black-cab-2000521404
Here’s Wassup With That Scary Movie Reboot	Cheryl Eddy	2024-10-29T17:10:54Z	Gizmodo.com	https://gizmodo.com/scary-movie-reboot-wayans-brothers-2000518013
Milla Jovovich Will Star in the Final George A. Romero Zombie Film, Twilight of the Dead	Germain Lussier	2024-11-01T22:00:39Z	Gizmodo.com	https://gizmodo.com/milla-jovovich-george-a-romero-twilight-of-the-dead-2000519768
The Blair Witch Project Is Releasing a Version You’ve Never Seen Before	Cheryl Eddy	2024-11-12T00:00:06Z	Gizmodo.com	https://gizmodo.com/blair-witch-project-25th-anniversary-re-release-original-format-2000523297
Terrifier 3‘s Journey to the Big Screen Was Shockingly Unique	Germain Lussier	2024-10-21T18:45:02Z	Gizmodo.com	https://gizmodo.com/terrifier-3-behind-the-scenes-art-the-clown-2000513440
You Can Now Own Kurt Russell’s Iconic Hat From The Thing (For a Price)	Cheryl Eddy	2024-10-30T18:20:30Z	Gizmodo.com	https://gizmodo.com/rare-horror-props-auction-the-thing-chucky-halloween-2000518404
10 Freaky Flicks to Stream on Peacock Tonight	Cheryl Eddy	2024-10-22T19:30:41Z	Gizmodo.com	https://gizmodo.com/10-freaky-flicks-to-stream-on-peacock-tonight-2000515133
Count Down to Halloween With These 10 Scary Hulu and Disney+ Movies	Cheryl Eddy	2024-10-28T22:44:26Z	Gizmodo.com	https://gizmodo.com/halloween-best-streaming-horror-hulu-disney-plus-2000517558
Where Do We Think Terrifier‘s Art the Clown Came From?	Germain Lussier	2024-10-29T20:15:31Z	Gizmodo.com	https://gizmodo.com/terrifier-art-the-clown-origin-story-horror-2000518044
Matthew Lillard Reflects on His Journey to Be a Great Actor	Justin Carter	2024-11-03T21:00:08Z	Gizmodo.com	https://gizmodo.com/matthew-lillard-reflects-on-his-journey-to-be-a-great-actor-2000519992
Chief thought Skripal poisoning could be 'act of war'		2024-10-28T00:03:40Z	BBC News	https://www.bbc.com/news/articles/c170g21jwqgo
Mike Flanagan to Adapt Stephen King’s Carrie as an 8-Episode Miniseries	Gordon Jackson	2024-10-21T17:45:48Z	Gizmodo.com	https://gizmodo.com/mike-flanagan-to-adapt-stephen-kings-carrie-as-an-8-episode-miniseries-2000514457
Cuckoldry, Clocks, and Horror: The Wild History of Our Obsession With the Cuckoo Bird	Ed Cara	2024-10-23T19:35:16Z	Gizmodo.com	https://gizmodo.com/cuckoldry-clocks-and-horror-the-wild-history-of-our-obsession-with-the-cuckoo-bird-2000510651
Got a Cat Vet Nightmare? We Want to Hear Your Horror Stories	Ed Cara	2024-10-23T16:55:40Z	Gizmodo.com	https://gizmodo.com/got-a-cat-vet-nightmare-we-want-to-hear-your-cat-horror-stories-2000515502
When horror hits China, the first instinct is shut it down		2024-11-12T19:11:22Z	BBC News	https://www.bbc.com/news/articles/cje0z2xppdlo
The Witcher Is Recasting Another Big Character	Gordon Jackson	2024-10-24T13:00:03Z	Gizmodo.com	https://gizmodo.com/netflix-witcher-season-4-vesemir-recast-kim-bodnia-2000515879
The 25 best new horror movies of 2024 (so far)	Caralynn Matassa	2024-11-01T15:32:56Z	Business Insider	https://www.businessinsider.com/best-new-horror-movies-2024
The First Reactions to Nosferatu Call It ‘Pure Evil,’ ‘Erotic,’ and ‘Devilishly Bloody’	Isaiah Colbert	2024-11-08T17:40:33Z	Gizmodo.com	https://gizmodo.com/the-first-reactions-to-nosferatu-call-it-pure-evil-erotic-and-devilishly-bloody-2000522031
Nosferatu‘s New Posters Know You Don’t Need to See Him to Be Scary	Isaiah Colbert	2024-10-31T17:50:00Z	Gizmodo.com	https://gizmodo.com/nosferatus-new-posters-know-you-dont-need-to-see-him-to-be-scary-2000518880
